,Unnamed: 0,Type,Include,ID,Group,Statement,CMP,ESI,MET,MGD,IMG,IMS,IMP,FAM,SRL,ALT,Good (4),Less good (3),Semantic (2) - category/desription,Bad (1),NOTE,prompt,values,model_response,appropriateness_score,raw_guess
134,134,Nonliterary,1.0,170.0,0.0,Work is the opium of successful people.,5.17,5.4,4.57,4.57,4.3,4.4,4.2,4.6,4.37,2.03,Successful people are addicted to work.,Successful people are habitual workers.,Work is an activity that involves effort.,Successful people never work.,,"""Work is the opium of successful people.""

a) Successful people never work.
b) Successful people are addicted to work.
c) Work is an activity that involves effort.
d) Successful people are habitual workers.
",[1 4 2 3],"
Work is an activity that requires effort and many successful people are addicts to work.
In contrast, successful people are not addicted to work.
This contrast projects the property of being able to stop working to successful people, so the speaker is saying a) successful people never work.",1.0,a
135,135,Literary,1.0,54.0,1.0,Time is a moving escalator.,5.63,5.83,4.13,5.87,4.13,4.43,5.23,5.1,4.07,2.17,Time never stops.,Time is jagged.,Time is continued progress of existence.,Time is extremely valuable.,,"""Time is a moving escalator.""

a) Time is continued progress of existence.
b) Time never stops.
c) Time is jagged.
d) Time is extremely valuable.
",[2 4 3 1],"An escalator is a moving device that takes people up or down a long staircase.
In contrast, time never stops and it is unclear how people would get up or down if time stopped.
This contrast projects the property of being continued progress of existence and never stopping to time, so the speaker is saying a) time is continued progress of existence.",2.0,a
136,136,Nonliterary,1.0,32.0,0.0,A long distance swimmer is a fearless warrior.,6.03,5.69,4.1,4.57,4.77,4.93,5.1,4.4,4.6,1.9,A long distance swimmer is courageous.,A long distance swimmer is smart.,A long distance swimmer is an athlete.,A long distance swimmer is scared.,,"""A long distance swimmer is a fearless warrior.""

a) A long distance swimmer is courageous.
b) A long distance swimmer is an athlete.
c) A long distance swimmer is smart.
d) A long distance swimmer is scared.
",[4 2 3 1],"A fearless warrior is brave.
In contrast, a long distance swimmer is not a warrior.
This contrast projects the property of not being a warrior to a long distance swimmer, so the speaker is saying a) a long distance swimmer is courageous.",4.0,a
137,137,Literary,1.0,201.0,0.0,Melancholy is a weeping cloud.,5.03,4.77,2.97,4.1,4.73,3.93,4.6,4.37,3.5,1.53,Melancholy is profound grief.,Melancholy is soft.,Melancholy is feeling very sad.,Melancholy is wet.,,"""Melancholy is a weeping cloud.""

a) Melancholy is profound grief.
b) Melancholy is soft.
c) Melancholy is wet.
d) Melancholy is feeling very sad.
",[4 3 1 2],"A weeping cloud is a type of cloud that gets wet and heavy.
In contrast, nothing specifically associated with sadness is included in the word 'melancholy.'
This contrasts projects the absence of sadness to the word 'melancholy,' so the speaker is saying c) Melancholy is soft.",1.0,c
138,138,Literary,1.0,127.0,0.0,Tears are a mother's weakness.,5.33,4.93,5.13,3.27,4.47,4.63,3.6,4.77,3.47,1.97,Tears always elicit sympathy from mothers.,Tears are hard for mothers to lift up.,Tears commonly express sadness.,Tears never elicit sympathy from mothers.,,"""Tears are a mother's weakness.""

a) Tears commonly express sadness.
b) Tears are hard for mothers to lift up.
c) Tears never elicit sympathy from mothers.
d) Tears always elicit sympathy from mothers.
",[2 3 1 4],"Tears are a sign of sadness.
In contrast, tears are not a strong enough signal to elicit sympathy from mothers.
This contrast projects the property of being weak to tears, so the speaker is saying c) tears are never elicited by mothers as a response.",1.0,c
139,139,Nonliterary,1.0,2.0,0.0,A dog is a walking stick.,3.56,3.38,1.96,2.12,2.03,2.97,2.85,2.55,1.89,1.65,A dog can support you on a walk.,You can carry a dog on a walk.,A dog is a mammal.,A dog can hurt you on a walk.,,"""A dog is a walking stick.""

a) A dog is a mammal.
b) A dog can support you on a walk.
c) You can carry a dog on a walk.
d) A dog can hurt you on a walk.
",[2 4 3 1],"A walking stick helps people walk.
In contrast, a dog can hurt you if you mistreat it.
This contrast projects the property of being helpful to a dog and not hurtful to people, so the speaker is saying c) you can carry a dog on a walk.",3.0,c
140,140,Nonliterary,1.0,212.0,0.0,Anger is a blizzard.,5.4,5.97,3.2,4.17,5.5,4.73,4.97,4.1,4.13,2.24,Anger is chaotic.,Anger is snowy.,Anger is an intense emotion.,Anger is predictable.,,"""Anger is a blizzard.""

a) Anger is chaotic.
b) Anger is an intense emotion.
c) Anger is predictable.
d) Anger is snowy.
",[4 2 1 3],"A blizzard is a very extreme form of weather that is very chaotic and unpredictable.
In contrast, anger is not chaotic and predictable.
This contrast projects the properties of being extreme and unpredictable to anger, so the speaker is saying b) anger is an intense emotion.",2.0,b
141,141,Nonliterary,1.0,121.0,25.0,The wind is a cat.,2.9,2.8,2.0,2.13,1.53,1.9,2.37,1.66,1.6,1.29,The wind seems agile and graceful.,The wind seems furry and cute.,The wind is air that blows.,The wind seems clumsy and lumbering.,,"""The wind is a cat.""

a) The wind seems furry and cute.
b) The wind seems agile and graceful.
c) The wind is air that blows.
d) The wind seems clumsy and lumbering.
",[3 4 2 1],"

A cat seems soft, friendly, and cuddly.
In contrast, the wind seems tough, able to move quickly, and unfriendly.
This contrast projects the properties of being friendly and cuddly to the cat, so the speaker is saying b) the wind seems agile and graceful.",4.0,b
142,142,Nonliterary,1.0,224.0,0.0,Beaches are grills.,5.4,5.07,2.5,3.3,4.3,4.43,4.5,3.3,3.63,1.69,Beaches are hot.,Beaches cook food.,Beaches are filled with sand.,Beaches are cold.,,"""Beaches are grills.""

a) Beaches are cold.
b) Beaches cook food.
c) Beaches are filled with sand.
d) Beaches are hot.
",[1 3 2 4],"Grills are places where food is cooked on a hot surface.

In contrast, beaches are not places where food is cooked.
This contrast projects the property of being hot to beaches, so the speaker is saying c) beaches are filled with sand.",2.0,c
143,143,Nonliterary,1.0,95.0,0.0,Airplanes are angry birds.,4.83,4.43,2.33,2.87,4.4,3.87,3.87,2.6,2.63,1.32,Airplanes fly on their own course.,Airplanes sometimes attack.,Airplanes are flying vehicles.,Airplanes bring joy.,,"""Airplanes are angry birds.""

a) Airplanes fly on their own course.
b) Airplanes sometimes attack.
c) Airplanes are flying vehicles.
d) Airplanes bring joy.
",[4 3 2 1],"Angry birds are animals that attack other animals.
In contrast, airplanes are flying vehicles.
This contrast projects the properties of flying and attacking to airplanes, so the speaker is saying a) airplanes fly on their own course.",4.0,a
144,144,Literary,1.0,131.0,0.0,Faithful love is a tree standing through the stormiest hour.,6.23,6.3,3.93,5.73,6.1,4.9,5.93,6.3,5.07,1.93,Faithful love is strong and supportive.,Faithful love is tall and protects from rain.,Faithful love is long-lasting love.,Faithful love is exhausting.,,"""Faithful love is a tree standing through the stormiest hour.""

a) Faithful love is long-lasting love.
b) Faithful love is exhausting.
c) Faithful love is strong and supportive.
d) Faithful love is tall and protects from rain.
",[2 1 4 3],"A tree stands tall and protects from rain in the stormiest hour.
In contrast, faithful love is not strong enough to protect from the stormiest hour.
This contrast projects the property of being strong enough to protect from the stormiest hour to faithful love, so the speaker is saying c) faithful love is strong and supportive.",4.0,c
145,145,Nonliterary,1.0,13.0,0.0,A garbage truck is a hungry scavenger.,6.36,6.33,2.96,5.6,5.14,5.59,5.62,4.45,4.59,1.92,A garbage truck agressively looks for trash.,A garbage truck can hold a lot of trash.,A garbage truck is a large vehicle.,A garbage truck waits for trash to be dropped off.,,"""A garbage truck is a hungry scavenger.""

a) A garbage truck agressively looks for trash.
b) A garbage truck is a large vehicle.
c) A garbage truck waits for trash to be dropped off.
d) A garbage truck can hold a lot of trash.
",[4 2 1 3],"A scavenger hunts for food.
In contrast, a garbage truck only looks for trash to collect.
This contrast projects the property of looking for food to a garbage truck, so the speaker is saying c) a garbage truck waits for trash to be dropped off.",1.0,c
146,146,Nonliterary,1.0,80.0,17.0,Money is penicillin.,3.53,3.73,2.4,2.5,2.3,2.8,1.7,2.0,2.1,0.97,Money can make problems go away.,Money is easy to spend.,Money is a medium of economic exchange.,Money makes it harder to get things done.,,"""Money is penicillin.""

a) Money is easy to spend.
b) Money can make problems go away.
c) Money is a medium of economic exchange.
d) Money makes it harder to get things done.
",[3 4 2 1],"Penicillin is a medication that kills bacteria.
In contrast, money is not a medication.
This contrast projects the property of being able to kill bacteria to money, so the speaker is saying c) money is a medium of economic exchange.",2.0,c
147,147,Nonliterary,1.0,218.0,0.0,The cigar is the skunk of smokes.,5.76,6.3,3.67,4.77,4.87,4.8,5.07,4.17,4.43,1.69,The cigar is the worst smelling of smokes.,The cigar has a white stripe.,The cigar is rolled tobacco.,The cigar is the best smelling of smokes.,,"""The cigar is the skunk of smokes.""

a) The cigar is the worst smelling of smokes.
b) The cigar has a white stripe.
c) The cigar is the best smelling of smokes.
d) The cigar is rolled tobacco.
",[4 3 1 2],"

The skunk of smokes is the worst smelling of smokes.
In contrast, the cigar is rolled tobacco.
This contrast projects the properties of smelliness and being rolled to the cigar, so the speaker is saying c) the cigar is the best smelling of smokes.",1.0,c
148,148,Nonliterary,1.0,45.0,0.0,A train is a large worm.,5.63,5.93,2.73,3.3,5.3,5.13,4.93,3.2,3.43,1.93,Trains are long and thin.,Trains are small.,A train is a large vehicle.,Trains are short and wide.,,"""A train is a large worm.""

a) Trains are short and wide.
b) Trains are small.
c) A train is a large vehicle.
d) Trains are long and thin.
",[1 3 2 4],"A worm is a long, thin creature that eats things.
In contrast, a train is not a worm and is much larger.
This contrast projects the properties of being long and thin to a train, so the speaker is saying d) trains are long and thin.",4.0,d
149,149,Nonliterary,1.0,169.0,0.0,Lies are a swamp.,4.97,4.83,2.83,3.77,3.53,3.93,3.83,3.57,3.47,2.27,Lies are risky.,Lies are hot.,Lies are stories that never happened.,Lies are necessary.,,"""Lies are a swamp.""

a) Lies are hot.
b) Lies are risky.
c) Lies are necessary.
d) Lies are stories that never happened.
",[3 4 1 2],"A swamp is wet and boggy.
In contrast, lies are not wet and do not include boggy areas.
This contrast projects the properties of being wet and boggy to lies, so the speaker is saying c) lies are risky.",1.0,c
150,150,Nonliterary,1.0,137.0,0.0,Thought is a boiling kettle.,4.82,5.76,3.1,4.37,4.1,3.67,4.1,3.63,3.87,1.78,Thought is an active process.,Thought is a process that involves a lot of pressure.,Thought is what happens in the mind.,Thought is a passive process.,,"""Thought is a boiling kettle.""

a) Thought is a passive process.
b) Thought is a process that involves a lot of pressure.
c) Thought is what happens in the mind.
d) Thought is an active process.
",[1 3 2 4],"Thought is a passive process that does not involve any physical pressure.
In contrast, thought is an active process that involves a lot of psychic pressure.
This contrast projects the property of pressure from thought to a kettle, so the speaker is saying a) thought is a passive process.",1.0,a
